rama_de_actividad,pais,fecha_online,conteo
Fabricación,Colombia,Febrero,12
Fabricación,Colombia,Febrero,20
Fabricación,Colombia,Febrero,13
Fabricación,Colombia,Febrero,22
Fabricación,Colombia,Febrero,16
Fabricación,Colombia,Febrero,32
Fabricación,Colombia,Febrero,50
Fabricación,Colombia,Febrero,49
Fabricación,Colombia,Marzo,21
Fabricación,Colombia,Marzo,48
Fabricación,Colombia,Marzo,53
Fabricación,Colombia,Marzo,60
Fabricación,Colombia,Marzo,67
Fabricación,Colombia,Marzo,115
Fabricación,Colombia,Marzo,52
Fabricación,Colombia,Marzo,38
Fabricación,Colombia,Marzo,140
Fabricación,Colombia,Marzo,56
Fabricación,Colombia,Marzo,122
Fabricación,Colombia,Marzo,189
Fabricación,Colombia,Marzo,59
Fabricación,Colombia,Marzo,34
Fabricación,Colombia,Marzo,12
Fabricación,Colombia,Marzo,71
Fabricación,Colombia,Marzo,65
Fabricación,Colombia,Marzo,65
Fabricación,Colombia,Marzo,62
Fabricación,Colombia,Marzo,101
Fabricación,Colombia,Marzo,42
Fabricación,Colombia,Marzo,16
Fabricación,Colombia,Marzo,68
Fabricación,Colombia,Marzo,81
Fabricación,Colombia,Marzo,77
Fabricación,Colombia,Marzo,92
Fabricación,Colombia,Marzo,4
Fabricación,Colombia,Marzo,1
Fabricación,Colombia,Marzo,10
Fabricación,Colombia,Marzo,12
Fabricación,Colombia,Abril,9
Fabricación,Colombia,Abril,11
Fabricación,Colombia,Abril,18
Fabricación,Colombia,Abril,1
Fabricación,Colombia,Abril,7
Fabricación,Colombia,Abril,9
Fabricación,Colombia,Abril,8
Fabricación,Colombia,Abril,1
Fabricación,Colombia,Abril,1
Fabricación,Colombia,Abril,7
Fabricación,Colombia,Abril,9
Fabricación,Colombia,Abril,11
Fabricación,Colombia,Abril,4
Fabricación,Colombia,Abril,6
Fabricación,Colombia,Abril,15
Fabricación,Colombia,Abril,14
Fabricación,Colombia,Abril,8
Fabricación,Colombia,Abril,5
Fabricación,Colombia,Abril,9
Fabricación,Colombia,Abril,2
Fabricación,Colombia,Abril,16
Fabricación,Colombia,Abril,25
Fabricación,Colombia,Abril,10
Fabricación,Colombia,Abril,32
Fabricación,Colombia,Mayo,2
Fabricación,Colombia,Mayo,25
Fabricación,Colombia,Mayo,11
Fabricación,Colombia,Mayo,49
Fabricación,Colombia,Mayo,17
Fabricación,Colombia,Mayo,9
Fabricación,Colombia,Mayo,13
Fabricación,Colombia,Mayo,18
Fabricación,Colombia,Mayo,24
Fabricación,Colombia,Mayo,21
Fabricación,Colombia,Mayo,19
Fabricación,Colombia,Mayo,1
Fabricación,Colombia,Mayo,1
Fabricación,Colombia,Mayo,21
Fabricación,Colombia,Mayo,24
Fabricación,Colombia,Mayo,24
Fabricación,Colombia,Mayo,12
Fabricación,Colombia,Mayo,18
Fabricación,Colombia,Mayo,3
Fabricación,Colombia,Mayo,26
Fabricación,Colombia,Mayo,23
Fabricación,Colombia,Mayo,29
Fabricación,Colombia,Mayo,9
Fabricación,Colombia,Mayo,6
Fabricación,Colombia,Junio,26
Fabricación,Colombia,Junio,21
Fabricación,Colombia,Junio,28
Fabricación,Colombia,Junio,27
Fabricación,Colombia,Junio,29
Fabricación,Colombia,Junio,6
Fabricación,Colombia,Junio,1
Fabricación,Colombia,Junio,38
Fabricación,Colombia,Junio,25
Fabricación,Colombia,Junio,30
Fabricación,Colombia,Junio,21
Fabricación,Colombia,Junio,20
Fabricación,Colombia,Junio,12
Fabricación,Colombia,Junio,10
Fabricación,Colombia,Junio,26
Fabricación,Colombia,Junio,35
Fabricación,Colombia,Junio,23
Finanzas / Banca,Argentina,Enero,4
Finanzas / Banca,Argentina,Enero,3
Finanzas / Banca,Argentina,Enero,3
Finanzas / Banca,Argentina,Enero,3
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,2
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,1
Finanzas / Banca,Argentina,Enero,5
Finanzas / Banca,Argentina,Enero,2
Finanzas / Banca,Argentina,Febrero,2
Finanzas / Banca,Argentina,Febrero,1
Finanzas / Banca,Argentina,Febrero,3
Finanzas / Banca,Argentina,Febrero,21
Finanzas / Banca,Argentina,Febrero,22
Finanzas / Banca,Argentina,Febrero,2
Finanzas / Banca,Argentina,Febrero,35
Finanzas / Banca,Argentina,Febrero,37
Finanzas / Banca,Argentina,Febrero,31
Finanzas / Banca,Argentina,Febrero,2
Finanzas / Banca,Argentina,Febrero,1
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,6
Finanzas / Banca,Argentina,Marzo,5
Finanzas / Banca,Argentina,Marzo,19
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,13
Finanzas / Banca,Argentina,Marzo,14
Finanzas / Banca,Argentina,Marzo,10
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,4
Finanzas / Banca,Argentina,Marzo,2
Finanzas / Banca,Argentina,Marzo,3
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Marzo,4
Finanzas / Banca,Argentina,Marzo,1
Finanzas / Banca,Argentina,Abril,1
Finanzas / Banca,Argentina,Abril,4
Finanzas / Banca,Argentina,Abril,4
Finanzas / Banca,Argentina,Abril,2
Finanzas / Banca,Argentina,Abril,8
Finanzas / Banca,Argentina,Abril,1
Finanzas / Banca,Argentina,Abril,2
Finanzas / Banca,Argentina,Abril,3
Finanzas / Banca,Argentina,Abril,3
Finanzas / Banca,Argentina,Abril,1
Finanzas / Banca,Argentina,Abril,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,5
Finanzas / Banca,Argentina,Mayo,4
Finanzas / Banca,Argentina,Mayo,4
Finanzas / Banca,Argentina,Mayo,2
Finanzas / Banca,Argentina,Mayo,2
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,3
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Mayo,4
Finanzas / Banca,Argentina,Mayo,1
Finanzas / Banca,Argentina,Junio,2
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,1
Finanzas / Banca,Argentina,Junio,2
Finanzas / Banca,Chile,Enero,2
Finanzas / Banca,Chile,Enero,1
Finanzas / Banca,Chile,Enero,2
Finanzas / Banca,Chile,Enero,2
Finanzas / Banca,Chile,Enero,2
Finanzas / Banca,Chile,Enero,1
Finanzas / Banca,Chile,Enero,1
Finanzas / Banca,Chile,Febrero,2
Finanzas / Banca,Chile,Febrero,1
Finanzas / Banca,Chile,Febrero,16
Finanzas / Banca,Chile,Febrero,4
Finanzas / Banca,Chile,Febrero,17
Finanzas / Banca,Chile,Febrero,11
Finanzas / Banca,Chile,Febrero,3
Finanzas / Banca,Chile,Febrero,1
Finanzas / Banca,Chile,Febrero,29
Finanzas / Banca,Chile,Febrero,9
Finanzas / Banca,Chile,Febrero,8
Finanzas / Banca,Chile,Febrero,1
Finanzas / Banca,Chile,Febrero,1
Finanzas / Banca,Chile,Marzo,1
Finanzas / Banca,Chile,Marzo,2
Finanzas / Banca,Chile,Marzo,21
Finanzas / Banca,Chile,Marzo,1
Finanzas / Banca,Chile,Marzo,8
Finanzas / Banca,Chile,Marzo,5
Finanzas / Banca,Chile,Marzo,3
Finanzas / Banca,Chile,Marzo,7
Finanzas / Banca,Chile,Marzo,4
Finanzas / Banca,Chile,Marzo,1
Finanzas / Banca,Chile,Marzo,2
Finanzas / Banca,Chile,Marzo,4
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,2
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,6
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,1
Finanzas / Banca,Chile,Abril,2
Finanzas / Banca,Chile,Mayo,1
Finanzas / Banca,Chile,Mayo,1
Finanzas / Banca,Chile,Mayo,2
Finanzas / Banca,Chile,Mayo,4
Finanzas / Banca,Chile,Mayo,4
Finanzas / Banca,Chile,Mayo,4
Finanzas / Banca,Chile,Mayo,2
Finanzas / Banca,Chile,Mayo,2
Finanzas / Banca,Chile,Mayo,2
Finanzas / Banca,Chile,Mayo,3
Finanzas / Banca,Chile,Mayo,3
Finanzas / Banca,Chile,Mayo,1
Finanzas / Banca,Chile,Mayo,1
Finanzas / Banca,Chile,Junio,3
Finanzas / Banca,Chile,Junio,3
Finanzas / Banca,Chile,Junio,1
Finanzas / Banca,Chile,Junio,2
Finanzas / Banca,Chile,Junio,1
Finanzas / Banca,Chile,Junio,7
Finanzas / Banca,Chile,Junio,8
Finanzas / Banca,Chile,Junio,2
Finanzas / Banca,Chile,Junio,2
Finanzas / Banca,Chile,Junio,2
Finanzas / Banca,Chile,Junio,8
Finanzas / Banca,Chile,Junio,2
Finanzas / Banca,Chile,Junio,1
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,3
Finanzas / Banca,Colombia,Enero,2
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,2
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,3
Finanzas / Banca,Colombia,Enero,7
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,3
Finanzas / Banca,Colombia,Enero,4
Finanzas / Banca,Colombia,Enero,4
Finanzas / Banca,Colombia,Enero,1
Finanzas / Banca,Colombia,Enero,11
Finanzas / Banca,Colombia,Febrero,6
Finanzas / Banca,Colombia,Febrero,11
Finanzas / Banca,Colombia,Febrero,3
Finanzas / Banca,Colombia,Febrero,7
Finanzas / Banca,Colombia,Febrero,5
Finanzas / Banca,Colombia,Febrero,23
Finanzas / Banca,Colombia,Febrero,46
Finanzas / Banca,Colombia,Febrero,13
Finanzas / Banca,Colombia,Febrero,17
Finanzas / Banca,Colombia,Febrero,81
Finanzas / Banca,Colombia,Febrero,47
Finanzas / Banca,Colombia,Febrero,42
Finanzas / Banca,Colombia,Febrero,38
Finanzas / Banca,Colombia,Febrero,3
Finanzas / Banca,Colombia,Febrero,2
Finanzas / Banca,Colombia,Febrero,6
Finanzas / Banca,Colombia,Febrero,1
Finanzas / Banca,Colombia,Febrero,4
Finanzas / Banca,Colombia,Febrero,3
Finanzas / Banca,Colombia,Febrero,1
Finanzas / Banca,Colombia,Febrero,2
Finanzas / Banca,Colombia,Febrero,4
Finanzas / Banca,Colombia,Febrero,12
Finanzas / Banca,Colombia,Febrero,20
Finanzas / Banca,Colombia,Marzo,4
Finanzas / Banca,Colombia,Marzo,15
Finanzas / Banca,Colombia,Marzo,27
Finanzas / Banca,Colombia,Marzo,19
Finanzas / Banca,Colombia,Marzo,47
Finanzas / Banca,Colombia,Marzo,58
Finanzas / Banca,Colombia,Marzo,23
Finanzas / Banca,Colombia,Marzo,17
Finanzas / Banca,Colombia,Marzo,110
Finanzas / Banca,Colombia,Marzo,53
Finanzas / Banca,Colombia,Marzo,87
Finanzas / Banca,Colombia,Marzo,111
Finanzas / Banca,Colombia,Marzo,17
Finanzas / Banca,Colombia,Marzo,6
Finanzas / Banca,Colombia,Marzo,7
Finanzas / Banca,Colombia,Marzo,20
Finanzas / Banca,Colombia,Marzo,10
Finanzas / Banca,Colombia,Marzo,37
Finanzas / Banca,Colombia,Marzo,12
Finanzas / Banca,Colombia,Marzo,69
Finanzas / Banca,Colombia,Marzo,13
Finanzas / Banca,Colombia,Marzo,14
Finanzas / Banca,Colombia,Marzo,64
Finanzas / Banca,Colombia,Marzo,100
Finanzas / Banca,Colombia,Marzo,108
Finanzas / Banca,Colombia,Marzo,93
Finanzas / Banca,Colombia,Marzo,3
Finanzas / Banca,Colombia,Marzo,24
Finanzas / Banca,Colombia,Marzo,10
Finanzas / Banca,Colombia,Abril,21
Finanzas / Banca,Colombia,Abril,21
Finanzas / Banca,Colombia,Abril,16
Finanzas / Banca,Colombia,Abril,17
Finanzas / Banca,Colombia,Abril,10
Finanzas / Banca,Colombia,Abril,23
Finanzas / Banca,Colombia,Abril,1
Finanzas / Banca,Colombia,Abril,2
Finanzas / Banca,Colombia,Abril,8
Finanzas / Banca,Colombia,Abril,13
Finanzas / Banca,Colombia,Abril,13
Finanzas / Banca,Colombia,Abril,12
Finanzas / Banca,Colombia,Abril,3
Finanzas / Banca,Colombia,Abril,25
Finanzas / Banca,Colombia,Abril,14
Finanzas / Banca,Colombia,Abril,33
Finanzas / Banca,Colombia,Abril,20
Finanzas / Banca,Colombia,Abril,10
Finanzas / Banca,Colombia,Abril,2
Finanzas / Banca,Colombia,Abril,1
Finanzas / Banca,Colombia,Abril,19
Finanzas / Banca,Colombia,Abril,17
Finanzas / Banca,Colombia,Abril,20
Finanzas / Banca,Colombia,Abril,13
Finanzas / Banca,Colombia,Mayo,1
Finanzas / Banca,Colombia,Mayo,5
Finanzas / Banca,Colombia,Mayo,13
Finanzas / Banca,Colombia,Mayo,10
Finanzas / Banca,Colombia,Mayo,17
Finanzas / Banca,Colombia,Mayo,10
Finanzas / Banca,Colombia,Mayo,6
Finanzas / Banca,Colombia,Mayo,27
Finanzas / Banca,Colombia,Mayo,13
Finanzas / Banca,Colombia,Mayo,10
Finanzas / Banca,Colombia,Mayo,9
Finanzas / Banca,Colombia,Mayo,7
Finanzas / Banca,Colombia,Mayo,9
Finanzas / Banca,Colombia,Mayo,16
Finanzas / Banca,Colombia,Mayo,15
Finanzas / Banca,Colombia,Mayo,10
Finanzas / Banca,Colombia,Mayo,9
Finanzas / Banca,Colombia,Mayo,13
Finanzas / Banca,Colombia,Mayo,28
Finanzas / Banca,Colombia,Mayo,13
Finanzas / Banca,Colombia,Mayo,4
Finanzas / Banca,Colombia,Mayo,1
Finanzas / Banca,Colombia,Junio,15
Finanzas / Banca,Colombia,Junio,11
Finanzas / Banca,Colombia,Junio,13
Finanzas / Banca,Colombia,Junio,27
Finanzas / Banca,Colombia,Junio,17
Finanzas / Banca,Colombia,Junio,3
Finanzas / Banca,Colombia,Junio,14
Finanzas / Banca,Colombia,Junio,16
Finanzas / Banca,Colombia,Junio,23
Finanzas / Banca,Colombia,Junio,15
Finanzas / Banca,Colombia,Junio,27
Finanzas / Banca,Colombia,Junio,6
Finanzas / Banca,Colombia,Junio,15
Finanzas / Banca,Colombia,Junio,17
Finanzas / Banca,Colombia,Junio,26
Gobierno / No Lucro,Argentina,Enero,1
Gobierno / No Lucro,Argentina,Enero,1
Gobierno / No Lucro,Argentina,Febrero,1
Gobierno / No Lucro,Argentina,Febrero,1
Gobierno / No Lucro,Argentina,Febrero,1
Gobierno / No Lucro,Argentina,Febrero,1
Gobierno / No Lucro,Argentina,Febrero,3
Gobierno / No Lucro,Argentina,Febrero,2
Gobierno / No Lucro,Argentina,Febrero,2
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Marzo,2
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Marzo,2
Gobierno / No Lucro,Argentina,Marzo,1
Gobierno / No Lucro,Argentina,Abril,1
Gobierno / No Lucro,Argentina,Abril,1
Gobierno / No Lucro,Argentina,Mayo,1
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,5
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,3
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,2
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,4
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,4
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,1
Gobierno / No Lucro,Chile,Enero,4
Gobierno / No Lucro,Chile,Enero,2
Gobierno / No Lucro,Chile,Febrero,1
Gobierno / No Lucro,Chile,Febrero,3
Gobierno / No Lucro,Chile,Febrero,1
Gobierno / No Lucro,Chile,Febrero,2
Gobierno / No Lucro,Chile,Febrero,1
Gobierno / No Lucro,Chile,Febrero,1
Gobierno / No Lucro,Chile,Febrero,1
Gobierno / No Lucro,Chile,Marzo,1
Gobierno / No Lucro,Chile,Marzo,4
Gobierno / No Lucro,Chile,Marzo,1
Gobierno / No Lucro,Chile,Marzo,1
Gobierno / No Lucro,Chile,Marzo,1
Gobierno / No Lucro,Chile,Marzo,11
Gobierno / No Lucro,Chile,Marzo,5
Gobierno / No Lucro,Chile,Abril,3
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,3
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,1
Gobierno / No Lucro,Chile,Abril,2
Gobierno / No Lucro,Chile,Mayo,1
Gobierno / No Lucro,Chile,Mayo,2
Gobierno / No Lucro,Chile,Mayo,2
Gobierno / No Lucro,Chile,Mayo,1
Gobierno / No Lucro,Chile,Mayo,6
Gobierno / No Lucro,Chile,Mayo,1
Gobierno / No Lucro,Chile,Mayo,4
Gobierno / No Lucro,Chile,Junio,1
Gobierno / No Lucro,Chile,Junio,1
Gobierno / No Lucro,Chile,Junio,3
Gobierno / No Lucro,Chile,Junio,1
Gobierno / No Lucro,Chile,Junio,2
Gobierno / No Lucro,Chile,Junio,9
Gobierno / No Lucro,Chile,Junio,7
Gobierno / No Lucro,Chile,Junio,1
Gobierno / No Lucro,Chile,Junio,1
Gobierno / No Lucro,Colombia,Enero,2
Gobierno / No Lucro,Colombia,Enero,1
Gobierno / No Lucro,Colombia,Enero,4
Gobierno / No Lucro,Colombia,Enero,2
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Febrero,2
Gobierno / No Lucro,Colombia,Febrero,4
Gobierno / No Lucro,Colombia,Febrero,4
Gobierno / No Lucro,Colombia,Febrero,7
Gobierno / No Lucro,Colombia,Febrero,11
Gobierno / No Lucro,Colombia,Febrero,9
Gobierno / No Lucro,Colombia,Febrero,4
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Febrero,5
Gobierno / No Lucro,Colombia,Febrero,7
Gobierno / No Lucro,Colombia,Febrero,1
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,3
Gobierno / No Lucro,Colombia,Marzo,8
Gobierno / No Lucro,Colombia,Marzo,14
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,20
Gobierno / No Lucro,Colombia,Marzo,7
Gobierno / No Lucro,Colombia,Marzo,10
Gobierno / No Lucro,Colombia,Marzo,15
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,2
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,3
Gobierno / No Lucro,Colombia,Marzo,8
Gobierno / No Lucro,Colombia,Marzo,5
Gobierno / No Lucro,Colombia,Marzo,4
Gobierno / No Lucro,Colombia,Marzo,13
Gobierno / No Lucro,Colombia,Marzo,11
Gobierno / No Lucro,Colombia,Marzo,9
Gobierno / No Lucro,Colombia,Marzo,17
Gobierno / No Lucro,Colombia,Marzo,1
Gobierno / No Lucro,Colombia,Marzo,5
Gobierno / No Lucro,Colombia,Abril,2
Gobierno / No Lucro,Colombia,Abril,2
Gobierno / No Lucro,Colombia,Abril,5
Gobierno / No Lucro,Colombia,Abril,1
Gobierno / No Lucro,Colombia,Abril,1
Gobierno / No Lucro,Colombia,Abril,6
Gobierno / No Lucro,Colombia,Abril,2
Gobierno / No Lucro,Colombia,Abril,2
Gobierno / No Lucro,Colombia,Abril,6
Gobierno / No Lucro,Colombia,Abril,2
Gobierno / No Lucro,Colombia,Abril,1
Gobierno / No Lucro,Colombia,Abril,3
Gobierno / No Lucro,Colombia,Abril,3
Gobierno / No Lucro,Colombia,Abril,1
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,3
Gobierno / No Lucro,Colombia,Mayo,1
Gobierno / No Lucro,Colombia,Mayo,1
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,3
Gobierno / No Lucro,Colombia,Mayo,1
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,5
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,3
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Mayo,2
Gobierno / No Lucro,Colombia,Junio,9
Gobierno / No Lucro,Colombia,Junio,1
Gobierno / No Lucro,Colombia,Junio,6
Gobierno / No Lucro,Colombia,Junio,15
Gobierno / No Lucro,Colombia,Junio,7
Gobierno / No Lucro,Colombia,Junio,1
Gobierno / No Lucro,Colombia,Junio,3
Gobierno / No Lucro,Colombia,Junio,5
Gobierno / No Lucro,Colombia,Junio,1
Gobierno / No Lucro,Colombia,Junio,2
Gobierno / No Lucro,Colombia,Junio,2
Gobierno / No Lucro,Colombia,Junio,8
Gobierno / No Lucro,Colombia,Junio,7
Hostelería / Turismo,Argentina,Enero,4
Hostelería / Turismo,Argentina,Enero,11
Hostelería / Turismo,Argentina,Enero,3
Hostelería / Turismo,Argentina,Enero,4
Hostelería / Turismo,Argentina,Enero,6
Hostelería / Turismo,Argentina,Enero,2
Hostelería / Turismo,Argentina,Enero,4
Hostelería / Turismo,Argentina,Enero,8
Hostelería / Turismo,Argentina,Enero,7
Hostelería / Turismo,Argentina,Enero,8
Hostelería / Turismo,Argentina,Enero,6
Hostelería / Turismo,Argentina,Enero,6
Hostelería / Turismo,Argentina,Enero,9
Hostelería / Turismo,Argentina,Enero,8
Hostelería / Turismo,Argentina,Enero,2
Hostelería / Turismo,Argentina,Enero,8
Hostelería / Turismo,Argentina,Enero,4
Hostelería / Turismo,Argentina,Enero,6
Hostelería / Turismo,Argentina,Enero,18
Hostelería / Turismo,Argentina,Enero,15
Hostelería / Turismo,Argentina,Enero,2
Hostelería / Turismo,Argentina,Febrero,7
Hostelería / Turismo,Argentina,Febrero,1
Hostelería / Turismo,Argentina,Febrero,8
Hostelería / Turismo,Argentina,Febrero,9
Hostelería / Turismo,Argentina,Febrero,13
Hostelería / Turismo,Argentina,Febrero,20
Hostelería / Turismo,Argentina,Febrero,26
Hostelería / Turismo,Argentina,Febrero,7
Hostelería / Turismo,Argentina,Febrero,1
Hostelería / Turismo,Argentina,Febrero,32
Hostelería / Turismo,Argentina,Febrero,27
Hostelería / Turismo,Argentina,Febrero,34
Hostelería / Turismo,Argentina,Febrero,9
Hostelería / Turismo,Argentina,Febrero,1
Hostelería / Turismo,Argentina,Febrero,1
Hostelería / Turismo,Argentina,Febrero,5
Hostelería / Turismo,Argentina,Febrero,2
Hostelería / Turismo,Argentina,Marzo,5
Hostelería / Turismo,Argentina,Marzo,4
Hostelería / Turismo,Argentina,Marzo,4
Hostelería / Turismo,Argentina,Marzo,18
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,2
Hostelería / Turismo,Argentina,Marzo,26
Hostelería / Turismo,Argentina,Marzo,30
Hostelería / Turismo,Argentina,Marzo,16
Hostelería / Turismo,Argentina,Marzo,3
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,3
Hostelería / Turismo,Argentina,Marzo,3
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,7
Hostelería / Turismo,Argentina,Marzo,2
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,2
Hostelería / Turismo,Argentina,Marzo,2
Hostelería / Turismo,Argentina,Marzo,5
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Marzo,2
Hostelería / Turismo,Argentina,Marzo,6
Hostelería / Turismo,Argentina,Marzo,1
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,1
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,3
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,2
Hostelería / Turismo,Argentina,Abril,3
Hostelería / Turismo,Argentina,Abril,1
Hostelería / Turismo,Argentina,Abril,3
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,2
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,3
Hostelería / Turismo,Argentina,Mayo,2
Hostelería / Turismo,Argentina,Mayo,3
Hostelería / Turismo,Argentina,Mayo,3
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,2
Hostelería / Turismo,Argentina,Mayo,1
Hostelería / Turismo,Argentina,Mayo,4
Hostelería / Turismo,Argentina,Junio,2
Hostelería / Turismo,Argentina,Junio,1
Hostelería / Turismo,Argentina,Junio,2
Hostelería / Turismo,Argentina,Junio,2
Hostelería / Turismo,Argentina,Junio,1
Hostelería / Turismo,Argentina,Junio,1
Hostelería / Turismo,Argentina,Junio,4
Hostelería / Turismo,Argentina,Junio,1
Hostelería / Turismo,Argentina,Junio,5
Hostelería / Turismo,Chile,Enero,4
Hostelería / Turismo,Chile,Enero,5
Hostelería / Turismo,Chile,Enero,2
Hostelería / Turismo,Chile,Enero,7
Hostelería / Turismo,Chile,Enero,1
Hostelería / Turismo,Chile,Enero,1
Hostelería / Turismo,Chile,Enero,3
Hostelería / Turismo,Chile,Enero,5
Hostelería / Turismo,Chile,Enero,4
Hostelería / Turismo,Chile,Enero,2
Hostelería / Turismo,Chile,Enero,5
Hostelería / Turismo,Chile,Enero,1
Hostelería / Turismo,Chile,Enero,3
Hostelería / Turismo,Chile,Enero,1
Hostelería / Turismo,Chile,Enero,1
Hostelería / Turismo,Chile,Enero,7
Hostelería / Turismo,Chile,Enero,2
Hostelería / Turismo,Chile,Enero,21
Hostelería / Turismo,Chile,Enero,22
