rama_de_actividad,pais,fecha_online,conteo
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,2
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,2
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Enero,1
Agricultura / Pesca / Ganadería,Argentina,Febrero,1
Agricultura / Pesca / Ganadería,Argentina,Febrero,2
Agricultura / Pesca / Ganadería,Argentina,Febrero,3
Agricultura / Pesca / Ganadería,Argentina,Febrero,1
Agricultura / Pesca / Ganadería,Argentina,Febrero,7
Agricultura / Pesca / Ganadería,Argentina,Febrero,2
Agricultura / Pesca / Ganadería,Argentina,Febrero,5
Agricultura / Pesca / Ganadería,Argentina,Febrero,1
Agricultura / Pesca / Ganadería,Argentina,Febrero,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,6
Agricultura / Pesca / Ganadería,Argentina,Marzo,7
Agricultura / Pesca / Ganadería,Argentina,Marzo,3
Agricultura / Pesca / Ganadería,Argentina,Marzo,6
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,3
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,2
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Marzo,2
Agricultura / Pesca / Ganadería,Argentina,Marzo,1
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Abril,3
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Abril,2
Agricultura / Pesca / Ganadería,Argentina,Abril,2
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Abril,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,3
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,1
Agricultura / Pesca / Ganadería,Argentina,Mayo,3
Agricultura / Pesca / Ganadería,Argentina,Junio,1
Agricultura / Pesca / Ganadería,Argentina,Junio,1
Agricultura / Pesca / Ganadería,Argentina,Junio,2
Agricultura / Pesca / Ganadería,Argentina,Junio,3
Agricultura / Pesca / Ganadería,Argentina,Junio,3
Agricultura / Pesca / Ganadería,Argentina,Junio,1
Agricultura / Pesca / Ganadería,Argentina,Junio,1
Agricultura / Pesca / Ganadería,Argentina,Junio,1
Agricultura / Pesca / Ganadería,Chile,Enero,2
Agricultura / Pesca / Ganadería,Chile,Enero,1
Agricultura / Pesca / Ganadería,Chile,Enero,2
Agricultura / Pesca / Ganadería,Chile,Enero,2
Agricultura / Pesca / Ganadería,Chile,Enero,1
Agricultura / Pesca / Ganadería,Chile,Enero,1
Agricultura / Pesca / Ganadería,Chile,Enero,1
Agricultura / Pesca / Ganadería,Chile,Enero,1
Agricultura / Pesca / Ganadería,Chile,Enero,2
Agricultura / Pesca / Ganadería,Chile,Febrero,1
Agricultura / Pesca / Ganadería,Chile,Febrero,3
Agricultura / Pesca / Ganadería,Chile,Febrero,2
Agricultura / Pesca / Ganadería,Chile,Febrero,1
Agricultura / Pesca / Ganadería,Chile,Febrero,1
Agricultura / Pesca / Ganadería,Chile,Febrero,1
Agricultura / Pesca / Ganadería,Chile,Marzo,1
Agricultura / Pesca / Ganadería,Chile,Marzo,1
Agricultura / Pesca / Ganadería,Chile,Marzo,6
Agricultura / Pesca / Ganadería,Chile,Marzo,1
Agricultura / Pesca / Ganadería,Chile,Marzo,1
Agricultura / Pesca / Ganadería,Chile,Marzo,1
Agricultura / Pesca / Ganadería,Chile,Marzo,2
Agricultura / Pesca / Ganadería,Chile,Abril,1
Agricultura / Pesca / Ganadería,Chile,Abril,1
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Mayo,2
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Mayo,2
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Mayo,1
Agricultura / Pesca / Ganadería,Chile,Junio,1
Agricultura / Pesca / Ganadería,Chile,Junio,1
Agricultura / Pesca / Ganadería,Chile,Junio,1
Agricultura / Pesca / Ganadería,Chile,Junio,1
Agricultura / Pesca / Ganadería,Chile,Junio,1
Agricultura / Pesca / Ganadería,Colombia,Enero,1
Agricultura / Pesca / Ganadería,Colombia,Enero,1
Agricultura / Pesca / Ganadería,Colombia,Enero,2
Agricultura / Pesca / Ganadería,Colombia,Enero,3
Agricultura / Pesca / Ganadería,Colombia,Enero,3
Agricultura / Pesca / Ganadería,Colombia,Enero,3
Agricultura / Pesca / Ganadería,Colombia,Enero,2
Agricultura / Pesca / Ganadería,Colombia,Enero,1
Agricultura / Pesca / Ganadería,Colombia,Enero,3
Agricultura / Pesca / Ganadería,Colombia,Enero,7
Agricultura / Pesca / Ganadería,Colombia,Enero,4
Agricultura / Pesca / Ganadería,Colombia,Enero,1
Agricultura / Pesca / Ganadería,Colombia,Enero,5
Agricultura / Pesca / Ganadería,Colombia,Enero,2
Agricultura / Pesca / Ganadería,Colombia,Enero,3
Agricultura / Pesca / Ganadería,Colombia,Febrero,6
Agricultura / Pesca / Ganadería,Colombia,Febrero,4
Agricultura / Pesca / Ganadería,Colombia,Febrero,5
Agricultura / Pesca / Ganadería,Colombia,Febrero,8
Agricultura / Pesca / Ganadería,Colombia,Febrero,8
Agricultura / Pesca / Ganadería,Colombia,Febrero,11
Agricultura / Pesca / Ganadería,Colombia,Febrero,17
Agricultura / Pesca / Ganadería,Colombia,Febrero,5
Agricultura / Pesca / Ganadería,Colombia,Febrero,2
Agricultura / Pesca / Ganadería,Colombia,Febrero,28
Agricultura / Pesca / Ganadería,Colombia,Febrero,15
Agricultura / Pesca / Ganadería,Colombia,Febrero,24
Agricultura / Pesca / Ganadería,Colombia,Febrero,17
Agricultura / Pesca / Ganadería,Colombia,Febrero,1
Agricultura / Pesca / Ganadería,Colombia,Febrero,2
Agricultura / Pesca / Ganadería,Colombia,Febrero,2
Agricultura / Pesca / Ganadería,Colombia,Febrero,1
Agricultura / Pesca / Ganadería,Colombia,Febrero,5
Agricultura / Pesca / Ganadería,Colombia,Febrero,2
Agricultura / Pesca / Ganadería,Colombia,Febrero,1
Agricultura / Pesca / Ganadería,Colombia,Febrero,4
Agricultura / Pesca / Ganadería,Colombia,Febrero,6
Agricultura / Pesca / Ganadería,Colombia,Febrero,14
Agricultura / Pesca / Ganadería,Colombia,Febrero,6
Agricultura / Pesca / Ganadería,Colombia,Marzo,6
Agricultura / Pesca / Ganadería,Colombia,Marzo,16
Agricultura / Pesca / Ganadería,Colombia,Marzo,8
Agricultura / Pesca / Ganadería,Colombia,Marzo,18
Agricultura / Pesca / Ganadería,Colombia,Marzo,14
Agricultura / Pesca / Ganadería,Colombia,Marzo,20
Agricultura / Pesca / Ganadería,Colombia,Marzo,7
Agricultura / Pesca / Ganadería,Colombia,Marzo,11
Agricultura / Pesca / Ganadería,Colombia,Marzo,25
Agricultura / Pesca / Ganadería,Colombia,Marzo,17
Agricultura / Pesca / Ganadería,Colombia,Marzo,27
Agricultura / Pesca / Ganadería,Colombia,Marzo,62
Agricultura / Pesca / Ganadería,Colombia,Marzo,10
Agricultura / Pesca / Ganadería,Colombia,Marzo,10
Agricultura / Pesca / Ganadería,Colombia,Marzo,2
Agricultura / Pesca / Ganadería,Colombia,Marzo,14
Agricultura / Pesca / Ganadería,Colombia,Marzo,15
Agricultura / Pesca / Ganadería,Colombia,Marzo,13
Agricultura / Pesca / Ganadería,Colombia,Marzo,15
Agricultura / Pesca / Ganadería,Colombia,Marzo,23
Agricultura / Pesca / Ganadería,Colombia,Marzo,10
Agricultura / Pesca / Ganadería,Colombia,Marzo,9
Agricultura / Pesca / Ganadería,Colombia,Marzo,18
Agricultura / Pesca / Ganadería,Colombia,Marzo,36
Agricultura / Pesca / Ganadería,Colombia,Marzo,33
Agricultura / Pesca / Ganadería,Colombia,Marzo,28
Agricultura / Pesca / Ganadería,Colombia,Marzo,1
Agricultura / Pesca / Ganadería,Colombia,Marzo,2
Agricultura / Pesca / Ganadería,Colombia,Marzo,1
Agricultura / Pesca / Ganadería,Colombia,Marzo,7
Agricultura / Pesca / Ganadería,Colombia,Marzo,9
Agricultura / Pesca / Ganadería,Colombia,Abril,8
Agricultura / Pesca / Ganadería,Colombia,Abril,13
Agricultura / Pesca / Ganadería,Colombia,Abril,9
Agricultura / Pesca / Ganadería,Colombia,Abril,4
Agricultura / Pesca / Ganadería,Colombia,Abril,1
Agricultura / Pesca / Ganadería,Colombia,Abril,4
Agricultura / Pesca / Ganadería,Colombia,Abril,5
Agricultura / Pesca / Ganadería,Colombia,Abril,6
Agricultura / Pesca / Ganadería,Colombia,Abril,1
Agricultura / Pesca / Ganadería,Colombia,Abril,2
Agricultura / Pesca / Ganadería,Colombia,Abril,1
Agricultura / Pesca / Ganadería,Colombia,Abril,5
Agricultura / Pesca / Ganadería,Colombia,Abril,1
Agricultura / Pesca / Ganadería,Colombia,Abril,12
Agricultura / Pesca / Ganadería,Colombia,Abril,3
Agricultura / Pesca / Ganadería,Colombia,Abril,1
Agricultura / Pesca / Ganadería,Colombia,Abril,14
Agricultura / Pesca / Ganadería,Colombia,Abril,4
Agricultura / Pesca / Ganadería,Colombia,Abril,16
Agricultura / Pesca / Ganadería,Colombia,Abril,7
Agricultura / Pesca / Ganadería,Colombia,Abril,10
Agricultura / Pesca / Ganadería,Colombia,Abril,7
Agricultura / Pesca / Ganadería,Colombia,Abril,7
Agricultura / Pesca / Ganadería,Colombia,Abril,7
Agricultura / Pesca / Ganadería,Colombia,Abril,4
Agricultura / Pesca / Ganadería,Colombia,Abril,5
Agricultura / Pesca / Ganadería,Colombia,Mayo,7
Agricultura / Pesca / Ganadería,Colombia,Mayo,15
Agricultura / Pesca / Ganadería,Colombia,Mayo,21
Agricultura / Pesca / Ganadería,Colombia,Mayo,4
Agricultura / Pesca / Ganadería,Colombia,Mayo,1
Agricultura / Pesca / Ganadería,Colombia,Mayo,5
Agricultura / Pesca / Ganadería,Colombia,Mayo,3
Agricultura / Pesca / Ganadería,Colombia,Mayo,5
Agricultura / Pesca / Ganadería,Colombia,Mayo,8
Agricultura / Pesca / Ganadería,Colombia,Mayo,6
Agricultura / Pesca / Ganadería,Colombia,Mayo,4
Agricultura / Pesca / Ganadería,Colombia,Mayo,5
Agricultura / Pesca / Ganadería,Colombia,Mayo,13
Agricultura / Pesca / Ganadería,Colombia,Mayo,5
Agricultura / Pesca / Ganadería,Colombia,Mayo,3
Agricultura / Pesca / Ganadería,Colombia,Mayo,7
Agricultura / Pesca / Ganadería,Colombia,Mayo,8
Agricultura / Pesca / Ganadería,Colombia,Mayo,6
Agricultura / Pesca / Ganadería,Colombia,Mayo,2
Agricultura / Pesca / Ganadería,Colombia,Junio,11
Agricultura / Pesca / Ganadería,Colombia,Junio,10
Agricultura / Pesca / Ganadería,Colombia,Junio,6
Agricultura / Pesca / Ganadería,Colombia,Junio,10
Agricultura / Pesca / Ganadería,Colombia,Junio,8
Agricultura / Pesca / Ganadería,Colombia,Junio,1
Agricultura / Pesca / Ganadería,Colombia,Junio,6
Agricultura / Pesca / Ganadería,Colombia,Junio,10
Agricultura / Pesca / Ganadería,Colombia,Junio,10
Agricultura / Pesca / Ganadería,Colombia,Junio,5
Agricultura / Pesca / Ganadería,Colombia,Junio,4
Agricultura / Pesca / Ganadería,Colombia,Junio,2
Agricultura / Pesca / Ganadería,Colombia,Junio,15
Agricultura / Pesca / Ganadería,Colombia,Junio,14
Agricultura / Pesca / Ganadería,Colombia,Junio,19
Construcción / obras,Argentina,Enero,1
Construcción / obras,Argentina,Enero,6
Construcción / obras,Argentina,Enero,2
Construcción / obras,Argentina,Enero,2
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Enero,1
Construcción / obras,Argentina,Enero,7
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Enero,5
Construcción / obras,Argentina,Enero,2
Construcción / obras,Argentina,Enero,5
Construcción / obras,Argentina,Enero,1
Construcción / obras,Argentina,Enero,8
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Enero,4
Construcción / obras,Argentina,Enero,5
Construcción / obras,Argentina,Enero,4
Construcción / obras,Argentina,Enero,7
Construcción / obras,Argentina,Enero,4
Construcción / obras,Argentina,Enero,3
Construcción / obras,Argentina,Febrero,1
Construcción / obras,Argentina,Febrero,4
Construcción / obras,Argentina,Febrero,3
Construcción / obras,Argentina,Febrero,6
Construcción / obras,Argentina,Febrero,17
Construcción / obras,Argentina,Febrero,13
Construcción / obras,Argentina,Febrero,2
Construcción / obras,Argentina,Febrero,30
Construcción / obras,Argentina,Febrero,16
Construcción / obras,Argentina,Febrero,7
Construcción / obras,Argentina,Febrero,4
Construcción / obras,Argentina,Febrero,2
Construcción / obras,Argentina,Febrero,1
Construcción / obras,Argentina,Marzo,2
Construcción / obras,Argentina,Marzo,2
Construcción / obras,Argentina,Marzo,5
Construcción / obras,Argentina,Marzo,9
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,7
Construcción / obras,Argentina,Marzo,17
Construcción / obras,Argentina,Marzo,18
Construcción / obras,Argentina,Marzo,5
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,2
Construcción / obras,Argentina,Marzo,4
Construcción / obras,Argentina,Marzo,3
Construcción / obras,Argentina,Marzo,6
Construcción / obras,Argentina,Marzo,4
Construcción / obras,Argentina,Marzo,1
Construcción / obras,Argentina,Marzo,3
Construcción / obras,Argentina,Marzo,2
Construcción / obras,Argentina,Abril,3
Construcción / obras,Argentina,Abril,4
Construcción / obras,Argentina,Abril,2
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,4
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,2
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,1
Construcción / obras,Argentina,Abril,2
Construcción / obras,Argentina,Mayo,1
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,4
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,3
Construcción / obras,Argentina,Mayo,4
Construcción / obras,Argentina,Mayo,4
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,9
Construcción / obras,Argentina,Mayo,8
Construcción / obras,Argentina,Mayo,4
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Mayo,3
Construcción / obras,Argentina,Mayo,2
Construcción / obras,Argentina,Junio,4
Construcción / obras,Argentina,Junio,10
Construcción / obras,Argentina,Junio,2
Construcción / obras,Argentina,Junio,4
Construcción / obras,Argentina,Junio,2
Construcción / obras,Argentina,Junio,5
Construcción / obras,Argentina,Junio,1
Construcción / obras,Argentina,Junio,6
Construcción / obras,Argentina,Junio,1
Construcción / obras,Argentina,Junio,2
Construcción / obras,Argentina,Junio,1
Construcción / obras,Argentina,Junio,9
Construcción / obras,Argentina,Junio,1
Construcción / obras,Chile,Enero,4
Construcción / obras,Chile,Enero,8
Construcción / obras,Chile,Enero,12
Construcción / obras,Chile,Enero,9
Construcción / obras,Chile,Enero,12
Construcción / obras,Chile,Enero,5
Construcción / obras,Chile,Enero,6
Construcción / obras,Chile,Enero,7
Construcción / obras,Chile,Enero,4
Construcción / obras,Chile,Enero,5
Construcción / obras,Chile,Enero,7
Construcción / obras,Chile,Enero,9
Construcción / obras,Chile,Enero,8
Construcción / obras,Chile,Enero,8
Construcción / obras,Chile,Enero,9
Construcción / obras,Chile,Enero,12
Construcción / obras,Chile,Enero,6
Construcción / obras,Chile,Enero,8
Construcción / obras,Chile,Enero,7
Construcción / obras,Chile,Enero,9
Construcción / obras,Chile,Enero,7
Construcción / obras,Chile,Enero,17
Construcción / obras,Chile,Febrero,14
Construcción / obras,Chile,Febrero,4
Construcción / obras,Chile,Febrero,6
Construcción / obras,Chile,Febrero,22
Construcción / obras,Chile,Febrero,34
Construcción / obras,Chile,Febrero,6
Construcción / obras,Chile,Febrero,32
Construcción / obras,Chile,Febrero,19
Construcción / obras,Chile,Febrero,23
Construcción / obras,Chile,Febrero,2
Construcción / obras,Chile,Febrero,9
Construcción / obras,Chile,Febrero,3
Construcción / obras,Chile,Febrero,5
Construcción / obras,Chile,Febrero,2
Construcción / obras,Chile,Marzo,4
Construcción / obras,Chile,Marzo,8
Construcción / obras,Chile,Marzo,6
Construcción / obras,Chile,Marzo,6
Construcción / obras,Chile,Marzo,9
Construcción / obras,Chile,Marzo,4
Construcción / obras,Chile,Marzo,16
Construcción / obras,Chile,Marzo,10
Construcción / obras,Chile,Marzo,4
Construcción / obras,Chile,Marzo,10
Construcción / obras,Chile,Marzo,2
Construcción / obras,Chile,Marzo,3
Construcción / obras,Chile,Marzo,2
Construcción / obras,Chile,Marzo,4
Construcción / obras,Chile,Marzo,3
Construcción / obras,Chile,Marzo,10
Construcción / obras,Chile,Marzo,13
Construcción / obras,Chile,Marzo,1
Construcción / obras,Chile,Marzo,2
Construcción / obras,Chile,Marzo,2
Construcción / obras,Chile,Marzo,1
Construcción / obras,Chile,Marzo,2
Construcción / obras,Chile,Marzo,1
Construcción / obras,Chile,Abril,2
Construcción / obras,Chile,Abril,4
Construcción / obras,Chile,Abril,3
Construcción / obras,Chile,Abril,5
Construcción / obras,Chile,Abril,2
Construcción / obras,Chile,Abril,1
Construcción / obras,Chile,Abril,3
Construcción / obras,Chile,Abril,2
Construcción / obras,Chile,Abril,2
Construcción / obras,Chile,Abril,1
Construcción / obras,Chile,Abril,6
Construcción / obras,Chile,Abril,4
Construcción / obras,Chile,Abril,2
Construcción / obras,Chile,Mayo,5
Construcción / obras,Chile,Mayo,6
Construcción / obras,Chile,Mayo,3
Construcción / obras,Chile,Mayo,1
Construcción / obras,Chile,Mayo,2
Construcción / obras,Chile,Mayo,1
Construcción / obras,Chile,Mayo,5
Construcción / obras,Chile,Mayo,3
Construcción / obras,Chile,Mayo,2
Construcción / obras,Chile,Mayo,4
Construcción / obras,Chile,Mayo,1
Construcción / obras,Chile,Mayo,2
Construcción / obras,Chile,Mayo,3
Construcción / obras,Chile,Mayo,2
Construcción / obras,Chile,Mayo,5
Construcción / obras,Chile,Mayo,1
Construcción / obras,Chile,Junio,4
Construcción / obras,Chile,Junio,4
Construcción / obras,Chile,Junio,1
Construcción / obras,Chile,Junio,5
Construcción / obras,Chile,Junio,1
Construcción / obras,Chile,Junio,1
Construcción / obras,Chile,Junio,9
Construcción / obras,Chile,Junio,2
Construcción / obras,Chile,Junio,2
Construcción / obras,Chile,Junio,1
Construcción / obras,Chile,Junio,2
Construcción / obras,Chile,Junio,6
Construcción / obras,Chile,Junio,2
Construcción / obras,Colombia,Enero,1
Construcción / obras,Colombia,Enero,2
Construcción / obras,Colombia,Enero,4
Construcción / obras,Colombia,Enero,9
Construcción / obras,Colombia,Enero,7
Construcción / obras,Colombia,Enero,4
Construcción / obras,Colombia,Enero,11
Construcción / obras,Colombia,Enero,13
Construcción / obras,Colombia,Enero,13
Construcción / obras,Colombia,Enero,6
Construcción / obras,Colombia,Enero,5
Construcción / obras,Colombia,Enero,11
Construcción / obras,Colombia,Enero,9
Construcción / obras,Colombia,Enero,13
Construcción / obras,Colombia,Enero,8
Construcción / obras,Colombia,Enero,8
Construcción / obras,Colombia,Enero,15
Construcción / obras,Colombia,Enero,17
Construcción / obras,Colombia,Enero,7
Construcción / obras,Colombia,Enero,22
Construcción / obras,Colombia,Enero,22
Construcción / obras,Colombia,Febrero,6
Construcción / obras,Colombia,Febrero,2
Construcción / obras,Colombia,Febrero,32
Construcción / obras,Colombia,Febrero,21
Construcción / obras,Colombia,Febrero,23
Construcción / obras,Colombia,Febrero,28
Construcción / obras,Colombia,Febrero,28
Construcción / obras,Colombia,Febrero,6
Construcción / obras,Colombia,Febrero,9
Construcción / obras,Colombia,Febrero,52
Construcción / obras,Colombia,Febrero,48
Construcción / obras,Colombia,Febrero,40
Construcción / obras,Colombia,Febrero,33
Construcción / obras,Colombia,Febrero,7
Construcción / obras,Colombia,Febrero,13
Construcción / obras,Colombia,Febrero,10
Construcción / obras,Colombia,Febrero,4
Construcción / obras,Colombia,Febrero,19
Construcción / obras,Colombia,Febrero,9
Construcción / obras,Colombia,Febrero,13
Construcción / obras,Colombia,Febrero,16
Construcción / obras,Colombia,Febrero,17
Construcción / obras,Colombia,Febrero,41
Construcción / obras,Colombia,Febrero,18
Construcción / obras,Colombia,Marzo,8
Construcción / obras,Colombia,Marzo,39
Construcción / obras,Colombia,Marzo,32
Construcción / obras,Colombia,Marzo,25
Construcción / obras,Colombia,Marzo,52
Construcción / obras,Colombia,Marzo,58
Construcción / obras,Colombia,Marzo,15
Construcción / obras,Colombia,Marzo,5
Construcción / obras,Colombia,Marzo,75
Construcción / obras,Colombia,Marzo,35
Construcción / obras,Colombia,Marzo,64
Construcción / obras,Colombia,Marzo,92
Construcción / obras,Colombia,Marzo,47
Construcción / obras,Colombia,Marzo,10
Construcción / obras,Colombia,Marzo,9
Construcción / obras,Colombia,Marzo,25
Construcción / obras,Colombia,Marzo,33
Construcción / obras,Colombia,Marzo,41
Construcción / obras,Colombia,Marzo,33
Construcción / obras,Colombia,Marzo,44
Construcción / obras,Colombia,Marzo,24
Construcción / obras,Colombia,Marzo,8
Construcción / obras,Colombia,Marzo,33
Construcción / obras,Colombia,Marzo,38
Construcción / obras,Colombia,Marzo,41
Construcción / obras,Colombia,Marzo,50
Construcción / obras,Colombia,Marzo,3
Construcción / obras,Colombia,Marzo,1
Construcción / obras,Colombia,Marzo,2
Construcción / obras,Colombia,Marzo,8
Construcción / obras,Colombia,Abril,3
Construcción / obras,Colombia,Abril,6
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,10
Construcción / obras,Colombia,Abril,3
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,1
Construcción / obras,Colombia,Abril,5
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,3
Construcción / obras,Colombia,Abril,4
Construcción / obras,Colombia,Abril,1
Construcción / obras,Colombia,Abril,10
Construcción / obras,Colombia,Abril,12
Construcción / obras,Colombia,Abril,11
Construcción / obras,Colombia,Abril,15
Construcción / obras,Colombia,Abril,6
Construcción / obras,Colombia,Abril,2
Construcción / obras,Colombia,Abril,2
Construcción / obras,Colombia,Abril,8
Construcción / obras,Colombia,Abril,11
Construcción / obras,Colombia,Abril,8
Construcción / obras,Colombia,Abril,9
Construcción / obras,Colombia,Mayo,12
Construcción / obras,Colombia,Mayo,12
Construcción / obras,Colombia,Mayo,24
Construcción / obras,Colombia,Mayo,6
Construcción / obras,Colombia,Mayo,1
Construcción / obras,Colombia,Mayo,18
Construcción / obras,Colombia,Mayo,15
Construcción / obras,Colombia,Mayo,16
Construcción / obras,Colombia,Mayo,10
Construcción / obras,Colombia,Mayo,10
Construcción / obras,Colombia,Mayo,25
Construcción / obras,Colombia,Mayo,34
Construcción / obras,Colombia,Mayo,24
Construcción / obras,Colombia,Mayo,13
Construcción / obras,Colombia,Mayo,20
Construcción / obras,Colombia,Mayo,1
Construcción / obras,Colombia,Mayo,20
Construcción / obras,Colombia,Mayo,18
Construcción / obras,Colombia,Mayo,18
Construcción / obras,Colombia,Mayo,5
Construcción / obras,Colombia,Mayo,3
Construcción / obras,Colombia,Mayo,1
Construcción / obras,Colombia,Junio,28
Construcción / obras,Colombia,Junio,13
Construcción / obras,Colombia,Junio,22
Construcción / obras,Colombia,Junio,24
Construcción / obras,Colombia,Junio,17
Construcción / obras,Colombia,Junio,2
Construcción / obras,Colombia,Junio,19
Construcción / obras,Colombia,Junio,19
Construcción / obras,Colombia,Junio,20
Construcción / obras,Colombia,Junio,16
Construcción / obras,Colombia,Junio,13
Construcción / obras,Colombia,Junio,2
Construcción / obras,Colombia,Junio,11
Construcción / obras,Colombia,Junio,16
Construcción / obras,Colombia,Junio,29
Construcción / obras,Colombia,Junio,20
De 1 a 10 trabajadores,Argentina,Enero,1
De 1 a 10 trabajadores,Argentina,Enero,1
De 1 a 10 trabajadores,Argentina,Enero,1
De 1 a 10 trabajadores,Argentina,Enero,1
De 1 a 10 trabajadores,Argentina,Febrero,2
De 1 a 10 trabajadores,Argentina,Febrero,3
De 1 a 10 trabajadores,Argentina,Febrero,10
De 1 a 10 trabajadores,Argentina,Febrero,2
De 1 a 10 trabajadores,Argentina,Febrero,2
De 1 a 10 trabajadores,Argentina,Febrero,9
De 1 a 10 trabajadores,Argentina,Febrero,10
De 1 a 10 trabajadores,Argentina,Marzo,1
De 1 a 10 trabajadores,Argentina,Marzo,1
De 1 a 10 trabajadores,Argentina,Marzo,1
De 1 a 10 trabajadores,Argentina,Marzo,1
De 1 a 10 trabajadores,Argentina,Marzo,1
De 1 a 10 trabajadores,Argentina,Abril,1
De 1 a 10 trabajadores,Argentina,Mayo,1
De 1 a 10 trabajadores,Argentina,Mayo,2
De 1 a 10 trabajadores,Argentina,Mayo,1
De 1 a 10 trabajadores,Argentina,Junio,1
De 1 a 10 trabajadores,Argentina,Junio,4
De 1 a 10 trabajadores,Argentina,Junio,1
De 1 a 10 trabajadores,Argentina,Junio,1
De 1 a 10 trabajadores,Chile,Enero,1
De 1 a 10 trabajadores,Chile,Enero,1
De 1 a 10 trabajadores,Chile,Enero,2
De 1 a 10 trabajadores,Chile,Enero,1
De 1 a 10 trabajadores,Chile,Enero,2
De 1 a 10 trabajadores,Chile,Febrero,1
De 1 a 10 trabajadores,Chile,Febrero,1
De 1 a 10 trabajadores,Chile,Marzo,1
De 1 a 10 trabajadores,Chile,Marzo,1
De 1 a 10 trabajadores,Chile,Abril,1
De 1 a 10 trabajadores,Chile,Mayo,1
De 1 a 10 trabajadores,Chile,Junio,1
De 1 a 5 trabajadores,Colombia,Enero,1
De 1 a 5 trabajadores,Colombia,Enero,1
De 1 a 5 trabajadores,Colombia,Febrero,1
De 1 a 5 trabajadores,Colombia,Febrero,1
De 1 a 5 trabajadores,Colombia,Febrero,1
De 1 a 5 trabajadores,Colombia,Febrero,2
