fecha_online,pais,conteo,conteo_MA,semana
21,Argentina,900,850.3333333333334,31 de mayo
21,Bolivia,1,78.33333333333333,31 de mayo
21,Brasil,3625,2790.0,31 de mayo
21,Chile,1068,981.0,31 de mayo
21,Colombia,4931,5202.666666666667,31 de mayo
21,Costa Rica,114,94.66666666666667,31 de mayo
21,Rep. Dominicana,14,11.333333333333334,31 de mayo
21,Ecuador,75,79.33333333333333,31 de mayo
21,Guatemala,294,278.3333333333333,31 de mayo
21,Honduras,87,57.333333333333336,31 de mayo
21,Nicaragua,12,20.0,31 de mayo
21,Panamá,39,30.333333333333332,31 de mayo
21,Perú,2053,1795.0,31 de mayo
21,El Salvador,101,111.33333333333333,31 de mayo
21,Uruguay,69,64.0,31 de mayo
21,Venezuela,742,755.3333333333334,31 de mayo
22,Argentina,1017,909.0,7 de junio
22,Bolivia,234,79.66666666666667,7 de junio
22,Brasil,7101,4515.333333333333,7 de junio
22,Chile,1289,1068.6666666666667,7 de junio
22,Colombia,6871,5659.666666666667,7 de junio
22,Costa Rica,111,102.33333333333333,7 de junio
22,Rep. Dominicana,12,10.333333333333334,7 de junio
22,Ecuador,126,92.33333333333333,7 de junio
22,Guatemala,413,313.6666666666667,7 de junio
22,Honduras,72,65.0,7 de junio
22,Nicaragua,145,60.333333333333336,7 de junio
22,Panamá,50,36.666666666666664,7 de junio
22,Perú,2945,2206.3333333333335,7 de junio
22,Paraguay,114,40.333333333333336,7 de junio
22,El Salvador,146,125.33333333333333,7 de junio
22,Uruguay,90,73.33333333333333,7 de junio
22,Venezuela,1038,846.0,7 de junio
23,Argentina,996,971.0,14 de junio
23,Bolivia,8,81.0,14 de junio
23,Brasil,3942,4889.333333333333,14 de junio
23,Chile,1348,1235.0,14 de junio
23,Colombia,5656,5819.333333333333,14 de junio
23,Costa Rica,134,119.66666666666667,14 de junio
23,Rep. Dominicana,147,57.666666666666664,14 de junio
23,Ecuador,139,113.33333333333333,14 de junio
23,Guatemala,245,317.3333333333333,14 de junio
23,Honduras,71,76.66666666666667,14 de junio
23,Nicaragua,28,61.666666666666664,14 de junio
23,Panamá,27,38.666666666666664,14 de junio
23,Perú,2260,2419.3333333333335,14 de junio
23,Paraguay,4,41.333333333333336,14 de junio
23,El Salvador,161,136.0,14 de junio
23,Uruguay,71,76.66666666666667,14 de junio
23,Venezuela,1245,1008.3333333333334,14 de junio
24,Argentina,985,999.3333333333334,21 de junio
24,Bolivia,140,127.33333333333333,21 de junio
24,Brasil,3972,5005.0,21 de junio
24,Chile,1710,1449.0,21 de junio
24,Colombia,6441,6322.666666666667,21 de junio
24,Costa Rica,112,119.0,21 de junio
24,Rep. Dominicana,23,60.666666666666664,21 de junio
24,Ecuador,146,137.0,21 de junio
24,Guatemala,345,334.3333333333333,21 de junio
24,Honduras,90,77.66666666666667,21 de junio
24,Nicaragua,96,89.66666666666667,21 de junio
24,Panamá,25,34.0,21 de junio
24,Perú,2396,2533.6666666666665,21 de junio
24,Paraguay,75,64.33333333333333,21 de junio
24,El Salvador,208,171.66666666666666,21 de junio
24,Uruguay,85,82.0,21 de junio
24,Venezuela,1389,1224.0,21 de junio
25,Argentina,889,956.6666666666666,28 de junio
25,Bolivia,86,78.0,28 de junio
25,Brasil,4296,4070.0,28 de junio
25,Chile,1306,1454.6666666666667,28 de junio
25,Colombia,5876,5991.0,28 de junio
25,Costa Rica,96,114.0,28 de junio
25,Rep. Dominicana,76,82.0,28 de junio
25,Ecuador,141,142.0,28 de junio
25,Guatemala,333,307.6666666666667,28 de junio
25,Honduras,85,82.0,28 de junio
25,Nicaragua,63,62.333333333333336,28 de junio
25,Panamá,26,26.0,28 de junio
25,Perú,1900,2185.3333333333335,28 de junio
25,Paraguay,48,42.333333333333336,28 de junio
25,El Salvador,211,193.33333333333334,28 de junio
25,Uruguay,90,82.0,28 de junio
25,Venezuela,1078,1237.3333333333333,28 de junio
26,Argentina,1083,985.6666666666666,5 de julio
26,Bolivia,137,121.0,5 de julio
26,Brasil,5846,4704.666666666667,5 de julio
26,Chile,1007,1341.0,5 de julio
26,Colombia,6551,6289.333333333333,5 de julio
26,Costa Rica,133,113.66666666666667,5 de julio
26,Rep. Dominicana,109,69.33333333333333,5 de julio
26,Ecuador,184,157.0,5 de julio
26,Guatemala,309,329.0,5 de julio
26,Honduras,78,84.33333333333333,5 de julio
26,Nicaragua,91,83.33333333333333,5 de julio
26,Panamá,29,26.666666666666668,5 de julio
26,Perú,2048,2114.6666666666665,5 de julio
26,Paraguay,71,64.66666666666667,5 de julio
26,El Salvador,277,232.0,5 de julio
26,Uruguay,76,83.66666666666667,5 de julio
26,Venezuela,1265,1244.0,5 de julio
27,Argentina,807,926.3333333333334,12 de julio
27,Bolivia,92,105.0,12 de julio
27,Brasil,4935,5025.666666666667,12 de julio
27,Chile,1273,1195.3333333333333,12 de julio
27,Colombia,8482,6969.666666666667,12 de julio
27,Costa Rica,133,120.66666666666667,12 de julio
27,Rep. Dominicana,104,96.33333333333333,12 de julio
27,Ecuador,157,160.66666666666666,12 de julio
27,Guatemala,387,343.0,12 de julio
27,Honduras,84,82.33333333333333,12 de julio
27,Nicaragua,72,75.33333333333333,12 de julio
27,Panamá,38,31.0,12 de julio
27,Perú,2273,2073.6666666666665,12 de julio
27,Paraguay,52,57.0,12 de julio
27,El Salvador,239,242.33333333333334,12 de julio
27,Uruguay,95,87.0,12 de julio
27,Venezuela,1105,1149.3333333333333,12 de julio
28,Argentina,1178,1022.6666666666666,19 de julio
28,Bolivia,145,124.66666666666667,19 de julio
28,Brasil,4944,5241.666666666667,19 de julio
28,Chile,1217,1165.6666666666667,19 de julio
28,Colombia,9266,8099.666666666667,19 de julio
28,Costa Rica,94,120.0,19 de julio
28,Rep. Dominicana,93,102.0,19 de julio
28,Ecuador,184,175.0,19 de julio
28,Guatemala,403,366.3333333333333,19 de julio
28,Honduras,82,81.33333333333333,19 de julio
28,Nicaragua,100,87.66666666666667,19 de julio
28,Panamá,47,38.0,19 de julio
28,Perú,2507,2276.0,19 de julio
28,Paraguay,80,67.66666666666667,19 de julio
28,El Salvador,217,244.33333333333334,19 de julio
28,Uruguay,100,90.33333333333333,19 de julio
28,Venezuela,1203,1191.0,19 de julio
29,Argentina,1176,1053.6666666666667,26 de julio
29,Bolivia,40,92.33333333333333,26 de julio
29,Brasil,5128,5002.333333333333,26 de julio
29,Chile,1246,1245.3333333333333,26 de julio
29,Colombia,7210,8319.333333333334,26 de julio
29,Costa Rica,72,99.66666666666667,26 de julio
29,Rep. Dominicana,55,84.0,26 de julio
29,Ecuador,159,166.66666666666666,26 de julio
29,Guatemala,328,372.6666666666667,26 de julio
29,Honduras,85,83.66666666666667,26 de julio
29,Nicaragua,44,72.0,26 de julio
29,Panamá,20,35.0,26 de julio
29,Perú,1759,2179.6666666666665,26 de julio
29,Paraguay,25,52.333333333333336,26 de julio
29,El Salvador,226,227.33333333333334,26 de julio
29,Uruguay,79,91.33333333333333,26 de julio
29,Venezuela,1109,1139.0,26 de julio
30,Argentina,1584,1312.6666666666667,2 de agosto
30,Bolivia,149,111.33333333333333,2 de agosto
30,Brasil,6233,5435.0,2 de agosto
30,Chile,1153,1205.3333333333333,2 de agosto
30,Colombia,8646,8374.0,2 de agosto
30,Costa Rica,74,80.0,2 de agosto
30,Rep. Dominicana,124,90.66666666666667,2 de agosto
30,Ecuador,145,162.66666666666666,2 de agosto
30,Guatemala,357,362.6666666666667,2 de agosto
30,Honduras,114,93.66666666666667,2 de agosto
30,Nicaragua,97,80.33333333333333,2 de agosto
30,Panamá,31,32.666666666666664,2 de agosto
30,Perú,2042,2102.6666666666665,2 de agosto
30,Paraguay,77,60.666666666666664,2 de agosto
30,El Salvador,226,223.0,2 de agosto
30,Uruguay,91,90.0,2 de agosto
30,Venezuela,1139,1150.3333333333333,2 de agosto
31,Argentina,1875,1545.0,9 de agosto
31,Bolivia,27,72.0,9 de agosto
31,Brasil,6655,6005.333333333333,9 de agosto
31,Chile,1466,1288.3333333333333,9 de agosto
31,Colombia,7766,7874.0,9 de agosto
31,Costa Rica,106,84.0,9 de agosto
31,Rep. Dominicana,29,69.33333333333333,9 de agosto
31,Ecuador,157,153.66666666666666,9 de agosto
31,Guatemala,427,370.6666666666667,9 de agosto
31,Honduras,93,97.33333333333333,9 de agosto
31,Nicaragua,35,58.666666666666664,9 de agosto
31,Panamá,31,27.333333333333332,9 de agosto
31,Perú,2325,2042.0,9 de agosto
31,Paraguay,12,38.0,9 de agosto
31,El Salvador,171,207.66666666666666,9 de agosto
31,Uruguay,93,87.66666666666667,9 de agosto
31,Venezuela,1113,1120.3333333333333,9 de agosto
32,Argentina,1940,1799.6666666666667,16 de agosto
32,Bolivia,121,99.0,16 de agosto
32,Brasil,3178,5355.333333333333,16 de agosto
32,Chile,1732,1450.3333333333333,16 de agosto
32,Colombia,9243,8551.666666666666,16 de agosto
32,Costa Rica,118,99.33333333333333,16 de agosto
32,Rep. Dominicana,107,86.66666666666667,16 de agosto
32,Ecuador,187,163.0,16 de agosto
32,Guatemala,486,423.3333333333333,16 de agosto
32,Honduras,96,101.0,16 de agosto
32,Nicaragua,96,76.0,16 de agosto
32,Panamá,20,27.333333333333332,16 de agosto
32,Perú,2351,2239.3333333333335,16 de agosto
32,Paraguay,78,55.666666666666664,16 de agosto
32,El Salvador,283,226.66666666666666,16 de agosto
32,Uruguay,107,97.0,16 de agosto
32,Venezuela,1376,1209.3333333333333,16 de agosto
33,Argentina,1973,1929.3333333333333,23 de agosto
33,Bolivia,111,86.33333333333333,23 de agosto
33,Brasil,6807,5546.666666666667,23 de agosto
33,Chile,1732,1643.3333333333333,23 de agosto
33,Colombia,7778,8262.333333333334,23 de agosto
33,Costa Rica,81,101.66666666666667,23 de agosto
33,Rep. Dominicana,51,62.333333333333336,23 de agosto
33,Ecuador,190,178.0,23 de agosto
33,Guatemala,431,448.0,23 de agosto
33,Honduras,97,95.33333333333333,23 de agosto
33,Nicaragua,50,60.333333333333336,23 de agosto
33,Panamá,27,26.0,23 de agosto
33,Perú,2010,2228.6666666666665,23 de agosto
33,Paraguay,39,43.0,23 de agosto
33,El Salvador,364,272.6666666666667,23 de agosto
33,Uruguay,88,96.0,23 de agosto
33,Venezuela,1248,1245.6666666666667,23 de agosto
34,Argentina,2904,2272.3333333333335,30 de agosto
34,Bolivia,164,132.0,30 de agosto
34,Brasil,6975,5653.333333333333,30 de agosto
34,Chile,1938,1800.6666666666667,30 de agosto
34,Colombia,8946,8655.666666666666,30 de agosto
34,Costa Rica,102,100.33333333333333,30 de agosto
34,Rep. Dominicana,106,88.0,30 de agosto
34,Ecuador,163,180.0,30 de agosto
34,Guatemala,475,464.0,30 de agosto
34,Honduras,94,95.66666666666667,30 de agosto
